,Unnamed: 0,yie_react,SCREEN_ID,NOTEBOOK_ID,REACTION_ID,KeyWord_STD,ReactionGroup,RXN_SMILES,PCAT_CMPD_ID,PRODUCT_STRUCTURE,Product_Yield_PCT_Area_UV,Product_UV_Analysis_Wavelength_nm,Product_Yield_Mass_Ion_Count,Product_Selectivity,Solvent_1_Name,Reaction_T,Reaction_Time_hrs,Catalyst_1_eq,Catalyst_1_ID[1],catalyst_1_ID_1_SMILES,Catalyst_1_ID[2],catalyst_1_ID_2_SMILES,Catalyst_1_Short_Hand,Catalyst_2_eq,Catalyst_2_ID[1],catalyst_2_ID_1_SMILES,Catalyst_2_ID[2],catalyst_2_ID_2_SMILES,Catalyst_2_Short_Hand,Reactant_1_eq,Reactant_1_ID,Reactant_1_SMILES,Reactant_2_eq,Reactant_2_ID,reactant_2_SMILES,Reactant_3_eq,Reactant_3_ID,reactant_3_SMILES,Reagent_1_eq,Reagent_1_ID,Reagent_1_Short_Hand,Reagent_2_eq,Reagent_2_ID,Reagent_2_Short_Hand,ReactionClass,catalyst,ligand,Year
1936,3101,0__WYE-250410____,SCRN_95,00119131-2358,RKB-03727429,HYDROGENATION,Metal Mediated,CCOC([n:1]1[c:8]([c:4]2[c:3](Br)[n:2]1)[s:7][c:6]([C:9]([O:11][CH2:12][CH3:13])=[O:10])[cH:5]2)C>>[CH3:13][CH2:12][O:11][C:9]([c:6]1[s:7][c:8]([c:4]2[cH:5]1)[nH:1][n:2][cH:3]2)=[O:10],PF-06946452,CCOC(=O)c1cc2cn[nH]c2s1,0,,13149.5791015625,,"2,2,2-Trifluoroethanol",50.0,18.0,0.25,,,,,5% Rh/C,,,,,,,1.0,WYE-250410,c1(sc2c(c1)c(nn2C(C)OCC)Br)C(=O)OCC,,,,,,,,,None,3.0,,,Hydrogenation,5% Rh/C,,2016
1937,3102,0__WYE-250410____,SCRN_95,00119131-2358,RKB-03727430,HYDROGENATION,Metal Mediated,CCOC([n:1]1[c:8]([c:4]2[c:3](Br)[n:2]1)[s:7][c:6]([C:9]([O:11][CH2:12][CH3:13])=[O:10])[cH:5]2)C>>[CH3:13][CH2:12][O:11][C:9]([c:6]1[s:7][c:8]([c:4]2[cH:5]1)[nH:1][n:2][cH:3]2)=[O:10],PF-06946452,CCOC(=O)c1cc2cn[nH]c2s1,0,,0.0,,"2,2,2-Trifluoroethanol",50.0,18.0,0.25,,,,,5% Rh/C,,,,,,,1.0,WYE-250410,c1(sc2c(c1)c(nn2C(C)OCC)Br)C(=O)OCC,,,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,5% Rh/C,,2016
1938,3103,0__WYE-250410____,SCRN_95,00119131-2358,RKB-03727431,HYDROGENATION,Metal Mediated,CCOC([n:1]1[c:8]([c:4]2[c:3](Br)[n:2]1)[s:7][c:6]([C:9]([O:11][CH2:12][CH3:13])=[O:10])[cH:5]2)C>>[CH3:13][CH2:12][O:11][C:9]([c:6]1[s:7][c:8]([c:4]2[cH:5]1)[nH:1][n:2][cH:3]2)=[O:10],PF-06946452,CCOC(=O)c1cc2cn[nH]c2s1,0,,0.0,,MeOH/H2O 4:1,50.0,18.0,0.25,,,,,5% Rh/C,,,,,,,1.0,WYE-250410,c1(sc2c(c1)c(nn2C(C)OCC)Br)C(=O)OCC,,,,,,,,MFCD00008868,DIPEA,3.0,,,Hydrogenation,5% Rh/C,,2016
1939,3104,0__WYE-250410____,SCRN_95,00119131-2358,RKB-03727432,HYDROGENATION,Metal Mediated,CCOC([n:1]1[c:8]([c:4]2[c:3](Br)[n:2]1)[s:7][c:6]([C:9]([O:11][CH2:12][CH3:13])=[O:10])[cH:5]2)C>>[CH3:13][CH2:12][O:11][C:9]([c:6]1[s:7][c:8]([c:4]2[cH:5]1)[nH:1][n:2][cH:3]2)=[O:10],PF-06946452,CCOC(=O)c1cc2cn[nH]c2s1,0,,68870.8203125,,AcOH/H2O 4:1,50.0,18.0,0.25,,,,,5% Rh/C,,,,,,,1.0,WYE-250410,c1(sc2c(c1)c(nn2C(C)OCC)Br)C(=O)OCC,,,,,,,,,None,3.0,,,Hydrogenation,5% Rh/C,,2016
1940,3105,0__WYE-250410____,SCRN_95,00119131-2358,RKB-03727433,HYDROGENATION,Metal Mediated,CCOC([n:1]1[c:8]([c:4]2[c:3](Br)[n:2]1)[s:7][c:6]([C:9]([O:11][CH2:12][CH3:13])=[O:10])[cH:5]2)C>>[CH3:13][CH2:12][O:11][C:9]([c:6]1[s:7][c:8]([c:4]2[cH:5]1)[nH:1][n:2][cH:3]2)=[O:10],PF-06946452,CCOC(=O)c1cc2cn[nH]c2s1,0,,0.0,,AcOH/H2O 4:1,50.0,18.0,0.25,,,,,5% Rh/C,,,,,,,1.0,WYE-250410,c1(sc2c(c1)c(nn2C(C)OCC)Br)C(=O)OCC,,,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,5% Rh/C,,2016
1941,3106,0__WYE-250410____,SCRN_95,00119131-2358,RKB-03727434,HYDROGENATION,Metal Mediated,CCOC([n:1]1[c:8]([c:4]2[c:3](Br)[n:2]1)[s:7][c:6]([C:9]([O:11][CH2:12][CH3:13])=[O:10])[cH:5]2)C>>[CH3:13][CH2:12][O:11][C:9]([c:6]1[s:7][c:8]([c:4]2[cH:5]1)[nH:1][n:2][cH:3]2)=[O:10],PF-06946452,CCOC(=O)c1cc2cn[nH]c2s1,0,,103577.197265625,,MeOH,50.0,18.0,0.25,,,,,5% Rh/C,,,,,,,1.0,WYE-250410,c1(sc2c(c1)c(nn2C(C)OCC)Br)C(=O)OCC,,,,,,,,MFCD00008868,DIPEA,3.0,,,Hydrogenation,5% Rh/C,,2016
1942,3107,0__WYE-250410____,SCRN_95,00119131-2358,RKB-03727435,HYDROGENATION,Metal Mediated,CCOC([n:1]1[c:8]([c:4]2[c:3](Br)[n:2]1)[s:7][c:6]([C:9]([O:11][CH2:12][CH3:13])=[O:10])[cH:5]2)C>>[CH3:13][CH2:12][O:11][C:9]([c:6]1[s:7][c:8]([c:4]2[cH:5]1)[nH:1][n:2][cH:3]2)=[O:10],PF-06946452,CCOC(=O)c1cc2cn[nH]c2s1,0,,74740.98828125,,AcOH,50.0,18.0,0.25,,,,,5% Rh/C,,,,,,,1.0,WYE-250410,c1(sc2c(c1)c(nn2C(C)OCC)Br)C(=O)OCC,,,,,,,,,None,3.0,,,Hydrogenation,5% Rh/C,,2016
1943,3108,0__WYE-250410____,SCRN_95,00119131-2358,RKB-03727436,HYDROGENATION,Metal Mediated,CCOC([n:1]1[c:8]([c:4]2[c:3](Br)[n:2]1)[s:7][c:6]([C:9]([O:11][CH2:12][CH3:13])=[O:10])[cH:5]2)C>>[CH3:13][CH2:12][O:11][C:9]([c:6]1[s:7][c:8]([c:4]2[cH:5]1)[nH:1][n:2][cH:3]2)=[O:10],PF-06946452,CCOC(=O)c1cc2cn[nH]c2s1,0,,41166.1953125,,Me-mTHF,50.0,18.0,0.25,,,,,5% Pd/C,,,,,,,1.0,WYE-250410,c1(sc2c(c1)c(nn2C(C)OCC)Br)C(=O)OCC,,,,,,,,MFCD00008868,DIPEA,,,,Hydrogenation,5% Pd/C,,2016
1944,3109,0__WYE-250410____,SCRN_95,00119131-2358,RKB-03727437,HYDROGENATION,Metal Mediated,CCOC([n:1]1[c:8]([c:4]2[c:3](Br)[n:2]1)[s:7][c:6]([C:9]([O:11][CH2:12][CH3:13])=[O:10])[cH:5]2)C>>[CH3:13][CH2:12][O:11][C:9]([c:6]1[s:7][c:8]([c:4]2[cH:5]1)[nH:1][n:2][cH:3]2)=[O:10],PF-06946452,CCOC(=O)c1cc2cn[nH]c2s1,0,,21750.697265625,,Me-mTHF,50.0,18.0,0.25,,,,,5% Pd/C,,,,,,,1.0,WYE-250410,c1(sc2c(c1)c(nn2C(C)OCC)Br)C(=O)OCC,,,,,,,,,None,,,,Hydrogenation,5% Pd/C,,2016
1945,3110,0__WYE-250410____,SCRN_95,00119131-2358,RKB-03727438,HYDROGENATION,Metal Mediated,CCOC([n:1]1[c:8]([c:4]2[c:3](Br)[n:2]1)[s:7][c:6]([C:9]([O:11][CH2:12][CH3:13])=[O:10])[cH:5]2)C>>[CH3:13][CH2:12][O:11][C:9]([c:6]1[s:7][c:8]([c:4]2[cH:5]1)[nH:1][n:2][cH:3]2)=[O:10],PF-06946452,CCOC(=O)c1cc2cn[nH]c2s1,0,,34397.85546875,,Me-mTHF,50.0,18.0,0.25,,,,,RaNi 4200,,,,,,,1.0,WYE-250410,c1(sc2c(c1)c(nn2C(C)OCC)Br)C(=O)OCC,,,,,,,,MFCD00008868,DIPEA,,,,Hydrogenation,RaNi 4200,,2016
1946,3111,0__WYE-250410____,SCRN_95,00119131-2358,RKB-03727439,HYDROGENATION,Metal Mediated,CCOC([n:1]1[c:8]([c:4]2[c:3](Br)[n:2]1)[s:7][c:6]([C:9]([O:11][CH2:12][CH3:13])=[O:10])[cH:5]2)C>>[CH3:13][CH2:12][O:11][C:9]([c:6]1[s:7][c:8]([c:4]2[cH:5]1)[nH:1][n:2][cH:3]2)=[O:10],PF-06946452,CCOC(=O)c1cc2cn[nH]c2s1,0,,30412.38671875,,Me-mTHF,50.0,18.0,0.25,,,,,5% Pd/C,,,,,,,1.0,WYE-250410,c1(sc2c(c1)c(nn2C(C)OCC)Br)C(=O)OCC,,,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,5% Pd/C,,2016
1947,3112,0__WYE-250410____,SCRN_95,00119131-2358,RKB-03727440,HYDROGENATION,Metal Mediated,CCOC([n:1]1[c:8]([c:4]2[c:3](Br)[n:2]1)[s:7][c:6]([C:9]([O:11][CH2:12][CH3:13])=[O:10])[cH:5]2)C>>[CH3:13][CH2:12][O:11][C:9]([c:6]1[s:7][c:8]([c:4]2[cH:5]1)[nH:1][n:2][cH:3]2)=[O:10],PF-06946452,CCOC(=O)c1cc2cn[nH]c2s1,0,,45135.9921875,,"2,2,2-Trifluoroethanol",50.0,18.0,0.25,,,,,5% Pd/C,,,,,,,1.0,WYE-250410,c1(sc2c(c1)c(nn2C(C)OCC)Br)C(=O)OCC,,,,,,,,MFCD00008868,DIPEA,3.0,,,Hydrogenation,5% Pd/C,,2016
1948,3113,0__WYE-250410____,SCRN_95,00119131-2358,RKB-03727441,HYDROGENATION,Metal Mediated,CCOC([n:1]1[c:8]([c:4]2[c:3](Br)[n:2]1)[s:7][c:6]([C:9]([O:11][CH2:12][CH3:13])=[O:10])[cH:5]2)C>>[CH3:13][CH2:12][O:11][C:9]([c:6]1[s:7][c:8]([c:4]2[cH:5]1)[nH:1][n:2][cH:3]2)=[O:10],PF-06946452,CCOC(=O)c1cc2cn[nH]c2s1,0,,7105.72509765625,,"2,2,2-Trifluoroethanol",50.0,18.0,0.25,,,,,5% Pd/C,,,,,,,1.0,WYE-250410,c1(sc2c(c1)c(nn2C(C)OCC)Br)C(=O)OCC,,,,,,,,,None,3.0,,,Hydrogenation,5% Pd/C,,2016
1949,3114,0__WYE-250410____,SCRN_95,00119131-2358,RKB-03727442,HYDROGENATION,Metal Mediated,CCOC([n:1]1[c:8]([c:4]2[c:3](Br)[n:2]1)[s:7][c:6]([C:9]([O:11][CH2:12][CH3:13])=[O:10])[cH:5]2)C>>[CH3:13][CH2:12][O:11][C:9]([c:6]1[s:7][c:8]([c:4]2[cH:5]1)[nH:1][n:2][cH:3]2)=[O:10],PF-06946452,CCOC(=O)c1cc2cn[nH]c2s1,0,,35947.4296875,,"2,2,2-Trifluoroethanol",50.0,18.0,0.25,,,,,5% Pd/C,,,,,,,1.0,WYE-250410,c1(sc2c(c1)c(nn2C(C)OCC)Br)C(=O)OCC,,,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,5% Pd/C,,2016
1950,3115,0__WYE-250410____,SCRN_95,00119131-2358,RKB-03727443,HYDROGENATION,Metal Mediated,CCOC([n:1]1[c:8]([c:4]2[c:3](Br)[n:2]1)[s:7][c:6]([C:9]([O:11][CH2:12][CH3:13])=[O:10])[cH:5]2)C>>[CH3:13][CH2:12][O:11][C:9]([c:6]1[s:7][c:8]([c:4]2[cH:5]1)[nH:1][n:2][cH:3]2)=[O:10],PF-06946452,CCOC(=O)c1cc2cn[nH]c2s1,0,,21647.294921875,,MeOH/H2O 4:1,50.0,18.0,0.25,,,,,5% Pd/C,,,,,,,1.0,WYE-250410,c1(sc2c(c1)c(nn2C(C)OCC)Br)C(=O)OCC,,,,,,,,MFCD00008868,DIPEA,3.0,,,Hydrogenation,5% Pd/C,,2016
1951,3116,0__WYE-250410____,SCRN_95,00119131-2358,RKB-03727444,HYDROGENATION,Metal Mediated,CCOC([n:1]1[c:8]([c:4]2[c:3](Br)[n:2]1)[s:7][c:6]([C:9]([O:11][CH2:12][CH3:13])=[O:10])[cH:5]2)C>>[CH3:13][CH2:12][O:11][C:9]([c:6]1[s:7][c:8]([c:4]2[cH:5]1)[nH:1][n:2][cH:3]2)=[O:10],PF-06946452,CCOC(=O)c1cc2cn[nH]c2s1,0,,53421.07421875,,AcOH/H2O 4:1,50.0,18.0,0.25,,,,,5% Pd/C,,,,,,,1.0,WYE-250410,c1(sc2c(c1)c(nn2C(C)OCC)Br)C(=O)OCC,,,,,,,,,None,3.0,,,Hydrogenation,5% Pd/C,,2016
1952,3117,0__WYE-250410____,SCRN_95,00119131-2358,RKB-03727445,HYDROGENATION,Metal Mediated,CCOC([n:1]1[c:8]([c:4]2[c:3](Br)[n:2]1)[s:7][c:6]([C:9]([O:11][CH2:12][CH3:13])=[O:10])[cH:5]2)C>>[CH3:13][CH2:12][O:11][C:9]([c:6]1[s:7][c:8]([c:4]2[cH:5]1)[nH:1][n:2][cH:3]2)=[O:10],PF-06946452,CCOC(=O)c1cc2cn[nH]c2s1,0,,140602.03125,,AcOH,50.0,18.0,0.25,,,,,5% Pd/C,,,,,,,1.0,WYE-250410,c1(sc2c(c1)c(nn2C(C)OCC)Br)C(=O)OCC,,,,,,,,,None,3.0,,,Hydrogenation,5% Pd/C,,2016
1953,3118,0__WYE-250410____,SCRN_95,00119131-2358,RKB-03727446,HYDROGENATION,Metal Mediated,CCOC([n:1]1[c:8]([c:4]2[c:3](Br)[n:2]1)[s:7][c:6]([C:9]([O:11][CH2:12][CH3:13])=[O:10])[cH:5]2)C>>[CH3:13][CH2:12][O:11][C:9]([c:6]1[s:7][c:8]([c:4]2[cH:5]1)[nH:1][n:2][cH:3]2)=[O:10],PF-06946452,CCOC(=O)c1cc2cn[nH]c2s1,0,,46347.41015625,,Me-mTHF,50.0,18.0,0.25,,,,,RaNi 4200,,,,,,,1.0,WYE-250410,c1(sc2c(c1)c(nn2C(C)OCC)Br)C(=O)OCC,,,,,,,,,None,,,,Hydrogenation,RaNi 4200,,2016
1954,3119,0__WYE-250410____,SCRN_95,00119131-2358,RKB-03727447,HYDROGENATION,Metal Mediated,CCOC([n:1]1[c:8]([c:4]2[c:3](Br)[n:2]1)[s:7][c:6]([C:9]([O:11][CH2:12][CH3:13])=[O:10])[cH:5]2)C>>[CH3:13][CH2:12][O:11][C:9]([c:6]1[s:7][c:8]([c:4]2[cH:5]1)[nH:1][n:2][cH:3]2)=[O:10],PF-06946452,CCOC(=O)c1cc2cn[nH]c2s1,0,,48110.765625,,Me-mTHF,50.0,18.0,0.25,,,,,RaNi 4200,,,,,,,1.0,WYE-250410,c1(sc2c(c1)c(nn2C(C)OCC)Br)C(=O)OCC,,,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,RaNi 4200,,2016
1955,3120,0__WYE-250410____,SCRN_95,00119131-2358,RKB-03727448,HYDROGENATION,Metal Mediated,CCOC([n:1]1[c:8]([c:4]2[c:3](Br)[n:2]1)[s:7][c:6]([C:9]([O:11][CH2:12][CH3:13])=[O:10])[cH:5]2)C>>[CH3:13][CH2:12][O:11][C:9]([c:6]1[s:7][c:8]([c:4]2[cH:5]1)[nH:1][n:2][cH:3]2)=[O:10],PF-06946452,CCOC(=O)c1cc2cn[nH]c2s1,0,,118355.796875,,"2,2,2-Trifluoroethanol",50.0,18.0,0.25,,,,,RaNi 4200,,,,,,,1.0,WYE-250410,c1(sc2c(c1)c(nn2C(C)OCC)Br)C(=O)OCC,,,,,,,,MFCD00008868,DIPEA,3.0,,,Hydrogenation,RaNi 4200,,2016
1956,3121,0__WYE-250410____,SCRN_95,00119131-2358,RKB-03727449,HYDROGENATION,Metal Mediated,CCOC([n:1]1[c:8]([c:4]2[c:3](Br)[n:2]1)[s:7][c:6]([C:9]([O:11][CH2:12][CH3:13])=[O:10])[cH:5]2)C>>[CH3:13][CH2:12][O:11][C:9]([c:6]1[s:7][c:8]([c:4]2[cH:5]1)[nH:1][n:2][cH:3]2)=[O:10],PF-06946452,CCOC(=O)c1cc2cn[nH]c2s1,0,,54841.54296875,,EtOH,50.0,18.0,0.25,,,,,5% Pd/C,,,,,,,1.0,WYE-250410,c1(sc2c(c1)c(nn2C(C)OCC)Br)C(=O)OCC,,,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,5% Pd/C,,2016
1957,3122,0__WYE-250410____,SCRN_95,00119131-2358,RKB-03727450,HYDROGENATION,Metal Mediated,CCOC([n:1]1[c:8]([c:4]2[c:3](Br)[n:2]1)[s:7][c:6]([C:9]([O:11][CH2:12][CH3:13])=[O:10])[cH:5]2)C>>[CH3:13][CH2:12][O:11][C:9]([c:6]1[s:7][c:8]([c:4]2[cH:5]1)[nH:1][n:2][cH:3]2)=[O:10],PF-06946452,CCOC(=O)c1cc2cn[nH]c2s1,0,,134811.140625,,EtOH,50.0,18.0,0.25,,,,,5% Pd/C,,,,,,,1.0,WYE-250410,c1(sc2c(c1)c(nn2C(C)OCC)Br)C(=O)OCC,,,,,,,,MFCD00008868,DIPEA,3.0,,,Hydrogenation,5% Pd/C,,2016
1958,3123,0__WYE-250410____,SCRN_95,00119131-2358,RKB-03727451,HYDROGENATION,Metal Mediated,CCOC([n:1]1[c:8]([c:4]2[c:3](Br)[n:2]1)[s:7][c:6]([C:9]([O:11][CH2:12][CH3:13])=[O:10])[cH:5]2)C>>[CH3:13][CH2:12][O:11][C:9]([c:6]1[s:7][c:8]([c:4]2[cH:5]1)[nH:1][n:2][cH:3]2)=[O:10],PF-06946452,CCOC(=O)c1cc2cn[nH]c2s1,0,,71106.8984375,,EtOH/H2O 4:1,50.0,18.0,0.25,,,,,5% Pd/C,,,,,,,1.0,WYE-250410,c1(sc2c(c1)c(nn2C(C)OCC)Br)C(=O)OCC,,,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,5% Pd/C,,2016
1959,3124,0__WYE-250410____,SCRN_95,00119131-2358,RKB-03727452,HYDROGENATION,Metal Mediated,CCOC([n:1]1[c:8]([c:4]2[c:3](Br)[n:2]1)[s:7][c:6]([C:9]([O:11][CH2:12][CH3:13])=[O:10])[cH:5]2)C>>[CH3:13][CH2:12][O:11][C:9]([c:6]1[s:7][c:8]([c:4]2[cH:5]1)[nH:1][n:2][cH:3]2)=[O:10],PF-06946452,CCOC(=O)c1cc2cn[nH]c2s1,0,,47210.390625,,IPA,50.0,18.0,0.25,,,,,5% Pd/C,,,,,,,1.0,WYE-250410,c1(sc2c(c1)c(nn2C(C)OCC)Br)C(=O)OCC,,,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,5% Pd/C,,2016
1960,3125,0__WYE-250410____,SCRN_95,00119131-2358,RKB-03727453,HYDROGENATION,Metal Mediated,CCOC([n:1]1[c:8]([c:4]2[c:3](Br)[n:2]1)[s:7][c:6]([C:9]([O:11][CH2:12][CH3:13])=[O:10])[cH:5]2)C>>[CH3:13][CH2:12][O:11][C:9]([c:6]1[s:7][c:8]([c:4]2[cH:5]1)[nH:1][n:2][cH:3]2)=[O:10],PF-06946452,CCOC(=O)c1cc2cn[nH]c2s1,0,,82066.515625,,IPA/H2O 4:1,50.0,18.0,2.0,MFCD00011291,[Zn],,,Zn,,,,,,,1.0,WYE-250410,c1(sc2c(c1)c(nn2C(C)OCC)Br)C(=O)OCC,,,,,,,,MFCD00008868,DIPEA,,,,Hydrogenation,[Zn],,2016
1961,3126,0__WYE-250410____,SCRN_95,00119131-2358,RKB-03727454,HYDROGENATION,Metal Mediated,CCOC([n:1]1[c:8]([c:4]2[c:3](Br)[n:2]1)[s:7][c:6]([C:9]([O:11][CH2:12][CH3:13])=[O:10])[cH:5]2)C>>[CH3:13][CH2:12][O:11][C:9]([c:6]1[s:7][c:8]([c:4]2[cH:5]1)[nH:1][n:2][cH:3]2)=[O:10],PF-06946452,CCOC(=O)c1cc2cn[nH]c2s1,0,,59027.4375,,IPA,50.0,18.0,2.0,MFCD00011291,[Zn],,,Zn,,,,,,,1.0,WYE-250410,c1(sc2c(c1)c(nn2C(C)OCC)Br)C(=O)OCC,,,,,,,,MFCD00008868,DIPEA,3.0,,,Hydrogenation,[Zn],,2016
1962,3127,0__WYE-250410____,SCRN_95,00119131-2358,RKB-03727455,HYDROGENATION,Metal Mediated,CCOC([n:1]1[c:8]([c:4]2[c:3](Br)[n:2]1)[s:7][c:6]([C:9]([O:11][CH2:12][CH3:13])=[O:10])[cH:5]2)C>>[CH3:13][CH2:12][O:11][C:9]([c:6]1[s:7][c:8]([c:4]2[cH:5]1)[nH:1][n:2][cH:3]2)=[O:10],PF-06946452,CCOC(=O)c1cc2cn[nH]c2s1,0,,82480.25,,IPA,50.0,18.0,2.0,MFCD00011291,[Zn],,,Zn,,,,,,,1.0,WYE-250410,c1(sc2c(c1)c(nn2C(C)OCC)Br)C(=O)OCC,,,,,,,,,None,3.0,,,Hydrogenation,[Zn],,2016
1963,3128,0__WYE-250410____,SCRN_95,00119131-2358,RKB-03727456,HYDROGENATION,Metal Mediated,CCOC([n:1]1[c:8]([c:4]2[c:3](Br)[n:2]1)[s:7][c:6]([C:9]([O:11][CH2:12][CH3:13])=[O:10])[cH:5]2)C>>[CH3:13][CH2:12][O:11][C:9]([c:6]1[s:7][c:8]([c:4]2[cH:5]1)[nH:1][n:2][cH:3]2)=[O:10],PF-06946452,CCOC(=O)c1cc2cn[nH]c2s1,0,,92035.8828125,,EtOH/H2O 4:1,50.0,18.0,2.0,MFCD00011291,[Zn],,,Zn,,,,,,,1.0,WYE-250410,c1(sc2c(c1)c(nn2C(C)OCC)Br)C(=O)OCC,,,,,,,,MFCD00008868,DIPEA,3.0,,,Hydrogenation,[Zn],,2016
1964,3129,0__WYE-250410____,SCRN_95,00119131-2358,RKB-03727457,HYDROGENATION,Metal Mediated,CCOC([n:1]1[c:8]([c:4]2[c:3](Br)[n:2]1)[s:7][c:6]([C:9]([O:11][CH2:12][CH3:13])=[O:10])[cH:5]2)C>>[CH3:13][CH2:12][O:11][C:9]([c:6]1[s:7][c:8]([c:4]2[cH:5]1)[nH:1][n:2][cH:3]2)=[O:10],PF-06946452,CCOC(=O)c1cc2cn[nH]c2s1,0,,83697.9609375,,EtOH/H2O 4:1,50.0,18.0,2.0,MFCD00011291,[Zn],,,Zn,,,,,,,1.0,WYE-250410,c1(sc2c(c1)c(nn2C(C)OCC)Br)C(=O)OCC,,,,,,,,,None,3.0,,,Hydrogenation,[Zn],,2016
1965,3130,0__WYE-250410____,SCRN_95,00119131-2358,RKB-03727458,HYDROGENATION,Metal Mediated,CCOC([n:1]1[c:8]([c:4]2[c:3](Br)[n:2]1)[s:7][c:6]([C:9]([O:11][CH2:12][CH3:13])=[O:10])[cH:5]2)C>>[CH3:13][CH2:12][O:11][C:9]([c:6]1[s:7][c:8]([c:4]2[cH:5]1)[nH:1][n:2][cH:3]2)=[O:10],PF-06946452,CCOC(=O)c1cc2cn[nH]c2s1,0,,145290.578125,,EtOH/H2O 4:1,50.0,18.0,2.0,MFCD00011291,[Zn],,,Zn,,,,,,,1.0,WYE-250410,c1(sc2c(c1)c(nn2C(C)OCC)Br)C(=O)OCC,,,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,[Zn],,2016
1966,3131,0__WYE-250410____,SCRN_95,00119131-2358,RKB-03727459,HYDROGENATION,Metal Mediated,CCOC([n:1]1[c:8]([c:4]2[c:3](Br)[n:2]1)[s:7][c:6]([C:9]([O:11][CH2:12][CH3:13])=[O:10])[cH:5]2)C>>[CH3:13][CH2:12][O:11][C:9]([c:6]1[s:7][c:8]([c:4]2[cH:5]1)[nH:1][n:2][cH:3]2)=[O:10],PF-06946452,CCOC(=O)c1cc2cn[nH]c2s1,0,,121711.546875,,EtOH,50.0,18.0,2.0,MFCD00011291,[Zn],,,Zn,,,,,,,1.0,WYE-250410,c1(sc2c(c1)c(nn2C(C)OCC)Br)C(=O)OCC,,,,,,,,MFCD00008868,DIPEA,3.0,,,Hydrogenation,[Zn],,2016
1967,3132,0__WYE-250410____,SCRN_95,00119131-2358,RKB-03727519,HYDROGENATION,Metal Mediated,CCOC([n:1]1[c:8]([c:4]2[c:3](Br)[n:2]1)[s:7][c:6]([C:9]([O:11][CH2:12][CH3:13])=[O:10])[cH:5]2)C>>[CH3:13][CH2:12][O:11][C:9]([c:6]1[s:7][c:8]([c:4]2[cH:5]1)[nH:1][n:2][cH:3]2)=[O:10],PF-06946452,CCOC(=O)c1cc2cn[nH]c2s1,0,,0.0,,"2,2,2-Trifluoroethanol",50.0,18.0,0.25,,,,,10% Pt/C,,,,,,,1.0,WYE-250410,c1(sc2c(c1)c(nn2C(C)OCC)Br)C(=O)OCC,,,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,10% Pt/C,,2016
1968,3133,0__WYE-250410____,SCRN_95,00119131-2358,RKB-03727520,HYDROGENATION,Metal Mediated,CCOC([n:1]1[c:8]([c:4]2[c:3](Br)[n:2]1)[s:7][c:6]([C:9]([O:11][CH2:12][CH3:13])=[O:10])[cH:5]2)C>>[CH3:13][CH2:12][O:11][C:9]([c:6]1[s:7][c:8]([c:4]2[cH:5]1)[nH:1][n:2][cH:3]2)=[O:10],PF-06946452,CCOC(=O)c1cc2cn[nH]c2s1,0,,15722.76171875,,Me-mTHF,50.0,18.0,0.25,,,,,5% Rh/C,,,,,,,1.0,WYE-250410,c1(sc2c(c1)c(nn2C(C)OCC)Br)C(=O)OCC,,,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,5% Rh/C,,2016
1969,3134,0__WYE-250410____,SCRN_95,00119131-2358,RKB-03727521,HYDROGENATION,Metal Mediated,CCOC([n:1]1[c:8]([c:4]2[c:3](Br)[n:2]1)[s:7][c:6]([C:9]([O:11][CH2:12][CH3:13])=[O:10])[cH:5]2)C>>[CH3:13][CH2:12][O:11][C:9]([c:6]1[s:7][c:8]([c:4]2[cH:5]1)[nH:1][n:2][cH:3]2)=[O:10],PF-06946452,CCOC(=O)c1cc2cn[nH]c2s1,0,,0.0,,Me-mTHF,50.0,18.0,0.25,,,,,5% Rh/C,,,,,,,1.0,WYE-250410,c1(sc2c(c1)c(nn2C(C)OCC)Br)C(=O)OCC,,,,,,,,,None,,,,Hydrogenation,5% Rh/C,,2016
1970,3135,0__WYE-250410____,SCRN_95,00119131-2358,RKB-03727522,HYDROGENATION,Metal Mediated,CCOC([n:1]1[c:8]([c:4]2[c:3](Br)[n:2]1)[s:7][c:6]([C:9]([O:11][CH2:12][CH3:13])=[O:10])[cH:5]2)C>>[CH3:13][CH2:12][O:11][C:9]([c:6]1[s:7][c:8]([c:4]2[cH:5]1)[nH:1][n:2][cH:3]2)=[O:10],PF-06946452,CCOC(=O)c1cc2cn[nH]c2s1,0,,0.0,,Me-mTHF,50.0,18.0,0.25,,,,,5% Rh/C,,,,,,,1.0,WYE-250410,c1(sc2c(c1)c(nn2C(C)OCC)Br)C(=O)OCC,,,,,,,,MFCD00008868,DIPEA,,,,Hydrogenation,5% Rh/C,,2016
