,yie_react,SCREEN_ID,NOTEBOOK_ID,REACTION_ID,KeyWord_STD,ReactionGroup,RXN_SMILES,PCAT_CMPD_ID,PRODUCT_STRUCTURE,Product_Yield_PCT_Area_UV,Product_UV_Analysis_Wavelength_nm,Product_Yield_Mass_Ion_Count,Product_Selectivity,Solvent_1_Name,Reaction_T,Reaction_Time_hrs,Catalyst_1_eq,Catalyst_1_ID[1],catalyst_1_ID_1_SMILES,Catalyst_1_ID[2],catalyst_1_ID_2_SMILES,Catalyst_1_Short_Hand,Catalyst_2_eq,Catalyst_2_ID[1],catalyst_2_ID_1_SMILES,Catalyst_2_ID[2],catalyst_2_ID_2_SMILES,Catalyst_2_Short_Hand,Reactant_1_eq,Reactant_1_ID,Reactant_1_SMILES,Reactant_2_eq,Reactant_2_ID,reactant_2_SMILES,Reactant_3_eq,Reactant_3_ID,reactant_3_SMILES,Reagent_1_eq,Reagent_1_ID,Reagent_1_Short_Hand,Reagent_2_eq,Reagent_2_ID,Reagent_2_Short_Hand,ReactionClass,catalyst,ligand
1974,27__PF-07075314__MFCD00070838__,SCRN_55,00119131-2718,RKB-04005395,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[c:16]([C:17]([CH2:39][CH2:38][c:37]([c:19]23)[c:23]([N:24]4[CH2:29][CH2:28][N:27]([C:30]([O:32][C:33]([CH3:36])([CH3:35])[CH3:34])=[O:31])[CH2:26][CH2:25]4)[n:22][cH:21][n:20]2)=[CH:18]3)[c:6]5[c:5]([n:9]([CH:10]6[O:15][CH2:14][CH2:13][CH2:12][CH2:11]6)[n:8][cH:7]5)[cH:4][cH:3]1>>[CH3:1][c:2]1[c:16]([CH:17]2[CH2:18][c:19]3[c:37]([c:23]([N:24]4[CH2:29][CH2:28][N:27]([C:30]([O:32][C:33]([CH3:36])([CH3:35])[CH3:34])=[O:31])[CH2:26][CH2:25]4)[n:22][cH:21][n:20]3)[CH2:38][CH2:39]2)[c:6]5[c:5]([n:9]([CH:10]6[O:15][CH2:14][CH2:13][CH2:12][CH2:11]6)[n:8][cH:7]5)[cH:4][cH:3]1,PF-07081619,Cc1ccc2c(cnn2C3CCCCO3)c1C4CCc5c(C4)ncnc5N6CCN(CC6)C(=O)OC(C)(C)C,27,280.0,383884.25,,AcOH,60.0,18.0,0.25,MFCD00011184,,,,PtO2,,,,,,,1.0,PF-07075314,c12c(ncnc1N1CCN(CC1)C(OC(C)(C)C)=O)C=C(CC2)c1c(ccc2c1cnn2[C@@H]1OCCCC1)C,500.0,MFCD00070838,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,PtO2,
1975,27__PF-07075314__MFCD00070838__,SCRN_55,00119131-2718,RKB-04005396,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[c:16]([C:17]([CH2:39][CH2:38][c:37]([c:19]23)[c:23]([N:24]4[CH2:29][CH2:28][N:27]([C:30]([O:32][C:33]([CH3:36])([CH3:35])[CH3:34])=[O:31])[CH2:26][CH2:25]4)[n:22][cH:21][n:20]2)=[CH:18]3)[c:6]5[c:5]([n:9]([CH:10]6[O:15][CH2:14][CH2:13][CH2:12][CH2:11]6)[n:8][cH:7]5)[cH:4][cH:3]1>>[CH3:1][c:2]1[c:16]([CH:17]2[CH2:18][c:19]3[c:37]([c:23]([N:24]4[CH2:29][CH2:28][N:27]([C:30]([O:32][C:33]([CH3:36])([CH3:35])[CH3:34])=[O:31])[CH2:26][CH2:25]4)[n:22][cH:21][n:20]3)[CH2:38][CH2:39]2)[c:6]5[c:5]([n:9]([CH:10]6[O:15][CH2:14][CH2:13][CH2:12][CH2:11]6)[n:8][cH:7]5)[cH:4][cH:3]1,PF-07081619,Cc1ccc2c(cnn2C3CCCCO3)c1C4CCc5c(C4)ncnc5N6CCN(CC6)C(=O)OC(C)(C)C,27,280.0,1844585.25,,AcOH,60.0,18.0,2.0,,,,,RaNi 4100,,,,,,,1.0,PF-07075314,c12c(ncnc1N1CCN(CC1)C(OC(C)(C)C)=O)C=C(CC2)c1c(ccc2c1cnn2[C@@H]1OCCCC1)C,500.0,MFCD00070838,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,RaNi 4100,
1976,27__PF-06885968____,SCRN_217,00119131-2162,RKB-03678667,HYDROGENATION,Metal Mediated,[CH3:1][C:2]([NH:4][C:5]([CH2:12][CH2:11][CH2:10][C:8]1=[O:9])=[C:6]1[CH3:7])=[O:3]>>[CH3:7][C@@H:6]1[C:8](=[O:9])[CH2:10][CH2:11][CH2:12][C@@H:5]1[NH:4][C:2]([CH3:1])=[O:3],PF-06893330,C[C@H]1[C@H](CCCC1=O)NC(=O)C,27,280.0,24224.193359375,100,IPA,80.0,18.0,0.25,,,,,5% Pd/C,,,,,,,1.0,PF-06885968,C=1(C(CCCC1NC(C)=O)=O)C,,,,,,,,MFCD00008868,DIPEA,3.0,,,Hydrogenation,5% Pd/C,
1977,27__PF-06878469____,SCRN_72,00119131-2040,RKB-03676064,HYDROGENATION,Metal Mediated,[CH3:1][CH2:2][O:3][C:4]([c:6]1[s:30][c:9]([C:10]#[C:11][c:12]2[cH:29][c:28]([c:15]3[n:14][cH:13]2)[C:26](=[O:27])[NH:25][C:17]([NH:18][C:19]([C:21]([CH3:24])([CH3:23])[CH3:22])=[O:20])=[N:16]3)[cH:8][cH:7]1)=[O:5]>>[CH3:1][CH2:2][O:3][C:4]([c:6]1[s:30][c:9]([CH2:10][CH2:11][CH:12]2[CH2:29][C:28]3=[C:15]([N:16]=[C:17]([NH:18][C:19]([C:21]([CH3:24])([CH3:23])[CH3:22])=[O:20])[NH:25][C:26]3=[O:27])[NH:14][CH2:13]2)[cH:8][cH:7]1)=[O:5],PF-06878468,CCOC(=O)c1ccc(CCC2CNC3=C(C2)C(=O)NC(=N3)NC(=O)C(C)(C)C)s1,27,210.0,8473855.0,,AcOH,50.0,18.0,0.25,,,,,5% Rh/C,,,,,,,1.0,PF-06878469,c12c(ncc(c1)C#Cc1sc(cc1)C(=O)OCC)nc([nH]c2=O)NC(C(C)(C)C)=O,,,,,,,,,None,3.0,,,Hydrogenation,5% Rh/C,
1979,27__PF-06876275____,SCRN_76,00119131-2079,RKB-03664168,HYDROGENATION,Metal Mediated,[CH3:1][N:2]1[S:9](=[O:11])(=[O:10])[C:7](=[CH2:8])[C@:5]([c:12]2[s:29][cH:28][c:14]([NH:15][C:16]([c:18]3[n:27][cH:26][c:21]([O:22][CH:23]([F:25])[F:24])[cH:20][cH:19]3)=[O:17])[n:13]2)([CH3:6])[N:4]=[C:3]1[NH:30][C:31]([O:33][C:34]([CH3:37])([CH3:36])[CH3:35])=[O:32]>>[CH3:8][C@H:7]1[S:9](=[O:11])(=[O:10])[N:2]([CH3:1])[C:3]([NH:30][C:31]([O:33][C:34]([CH3:37])([CH3:36])[CH3:35])=[O:32])=[N:4][C@@:5]1([c:12]2[s:29][cH:28][c:14]([NH:15][C:16]([c:18]3[n:27][cH:26][c:21]([O:22][CH:23]([F:25])[F:24])[cH:20][cH:19]3)=[O:17])[n:13]2)[CH3:6],PF-06876512,C[C@@H]1[C@](C)(N=C(NC(=O)OC(C)(C)C)N(C)S1(=O)=O)c2nc(NC(=O)c3ccc(OC(F)F)cn3)cs2,27,,16502.4526367188,61.0393791192791,IPA/H2O 4:1,50.0,18.0,0.25,,,,,10% Pt/C,,,,,,,1.0,PF-06876275,N1(C(=N[C@](C(S1(=O)=O)=C)(C)c1scc(n1)NC(c1ccc(cn1)OC(F)F)=O)NC(OC(C)(C)C)=O)C,,,,,,,,MFCD00008868,DIPEA,,,,Hydrogenation,10% Pt/C,
1980,27__PF-06876275____,SCRN_76,00119131-2079,RKB-03664169,HYDROGENATION,Metal Mediated,[CH3:1][N:2]1[S:9](=[O:11])(=[O:10])[C:7](=[CH2:8])[C@:5]([c:12]2[s:29][cH:28][c:14]([NH:15][C:16]([c:18]3[n:27][cH:26][c:21]([O:22][CH:23]([F:25])[F:24])[cH:20][cH:19]3)=[O:17])[n:13]2)([CH3:6])[N:4]=[C:3]1[NH:30][C:31]([O:33][C:34]([CH3:37])([CH3:36])[CH3:35])=[O:32]>>[CH3:8][C@H:7]1[S:9](=[O:11])(=[O:10])[N:2]([CH3:1])[C:3]([NH:30][C:31]([O:33][C:34]([CH3:37])([CH3:36])[CH3:35])=[O:32])=[N:4][C@@:5]1([c:12]2[s:29][cH:28][c:14]([NH:15][C:16]([c:18]3[n:27][cH:26][c:21]([O:22][CH:23]([F:25])[F:24])[cH:20][cH:19]3)=[O:17])[n:13]2)[CH3:6],PF-06876512,C[C@@H]1[C@](C)(N=C(NC(=O)OC(C)(C)C)N(C)S1(=O)=O)c2nc(NC(=O)c3ccc(OC(F)F)cn3)cs2,27,,29365.8037109375,48.9045689603024,EtOH,50.0,18.0,0.25,MFCD00011184,,,,PtO2,,,,,,,1.0,PF-06876275,N1(C(=N[C@](C(S1(=O)=O)=C)(C)c1scc(n1)NC(c1ccc(cn1)OC(F)F)=O)NC(OC(C)(C)C)=O)C,,,,,,,,,None,3.0,,,Hydrogenation,PtO2,
1981,27__PF-06867465____,SCRN_242,00119131-1926,RKB-03632265,HYDROGENATION,Metal Mediated,[NH2:1][C:2]([NH:33][C:31](=[O:32])[c:30]([c:4]12)[c:7]([CH2:8][CH2:9][c:10]3[cH:15][cH:14][c:13]([C:16]([NH:18][C@H:19]([C:27]([O:29]Cc4ccccc4)=[O:28])[CH2:20][CH2:21][c:22]5[nH:26][n:25][n:24][n:23]5)=[O:17])[cH:12][cH:11]3)[cH:6][nH:5]1)=[N:3]2>>[NH2:1][C:2]([NH:33][C:31](=[O:32])[c:30]([c:4]12)[c:7]([CH2:8][CH2:9][c:10]3[cH:15][cH:14][c:13]([C:16]([NH:18][C@H:19]([C:27]([OH:29])=[O:28])[CH2:20][CH2:21][c:22]4[nH:26][n:25][n:24][n:23]4)=[O:17])[cH:12][cH:11]3)[cH:6][nH:5]1)=[N:3]2,PF-06860969,NC1=Nc2[nH]cc(CCc3ccc(cc3)C(=O)N[C@@H](CCc4nnn[nH]4)C(=O)O)c2C(=O)N1,27,310.0,1579436.0,,IPA,2.0,18.0,0.25,,,,,10%% Pd/C (dry),,,,,,,1.0,PF-06867465,[nH]1c(nc2c(c1=O)c(c[nH]2)CCc1ccc(cc1)C(=O)N[C@H](C(=O)OCc1ccccc1)CCc1[nH]nnn1)N,,,,,,,,MFCD00008868,DIPEA,3.0,,,Hydrogenation,10%% Pd/C (dry),
1990,26__WYE-250410____,SCRN_95,00119131-2358,RKB-03727463,HYDROGENATION,Metal Mediated,CCOC([n:1]1[c:8]([c:4]2[c:3](Br)[n:2]1)[s:7][c:6]([C:9]([O:11][CH2:12][CH3:13])=[O:10])[cH:5]2)C>>[CH3:13][CH2:12][O:11][C:9]([c:6]1[s:7][c:8]([c:4]2[cH:5]1)[nH:1][n:2][cH:3]2)=[O:10],PF-06946452,CCOC(=O)c1cc2cn[nH]c2s1,26,,189353.28125,,IPA,50.0,18.0,0.25,MFCD00064599,[Pd](O)O,,,20% Pd(OH)2/C,,,,,,,1.0,WYE-250410,c1(sc2c(c1)c(nn2C(C)OCC)Br)C(=O)OCC,,,,,,,,,None,3.0,,,Hydrogenation,[Pd](O)O,
1992,26__PF-06885968____,SCRN_217,00119131-2162,RKB-03678660,HYDROGENATION,Metal Mediated,[CH3:1][C:2]([NH:4][C:5]([CH2:12][CH2:11][CH2:10][C:8]1=[O:9])=[C:6]1[CH3:7])=[O:3]>>[CH3:7][C@@H:6]1[C:8](=[O:9])[CH2:10][CH2:11][CH2:12][C@@H:5]1[NH:4][C:2]([CH3:1])=[O:3],PF-06893330,C[C@H]1[C@H](CCCC1=O)NC(=O)C,26,280.0,59118.177734375,94.1683574426681,"2,2,2-Trifluoroethanol",80.0,18.0,0.25,,,,,10%% Pd/C (dry),,,,,,,1.0,PF-06885968,C=1(C(CCCC1NC(C)=O)=O)C,,,,,,,,MFCD00008868,DIPEA,3.0,,,Hydrogenation,10%% Pd/C (dry),
1993,26__PF-06885968____,SCRN_217,00119131-2162,RKB-03678668,HYDROGENATION,Metal Mediated,[CH3:1][C:2]([NH:4][C:5]([CH2:12][CH2:11][CH2:10][C:8]1=[O:9])=[C:6]1[CH3:7])=[O:3]>>[CH3:7][C@@H:6]1[C:8](=[O:9])[CH2:10][CH2:11][CH2:12][C@@H:5]1[NH:4][C:2]([CH3:1])=[O:3],PF-06893330,C[C@H]1[C@H](CCCC1=O)NC(=O)C,26,280.0,29564.4477539063,100,IPA,80.0,18.0,0.25,,,,,10%% Pd/C (dry),,,,,,,1.0,PF-06885968,C=1(C(CCCC1NC(C)=O)=O)C,,,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,10%% Pd/C (dry),
1994,26__PF-06883690____,SCRN_308,00119131-2160,RKB-03677990,HYDROGENATION,Metal Mediated,[CH3:1][O:2][C:3]([C@H:5]([NH:14][C:15]([O:17][C:18]([CH3:21])([CH3:20])[CH3:19])=[O:16])[CH2:6][c:7]1[cH:13][cH:12][c:10]([OH:11])[cH:9][cH:8]1)=[O:4]>>[CH3:1][O:2][C:3]([C@H:5]([NH:14][C:15]([O:17][C:18]([CH3:21])([CH3:20])[CH3:19])=[O:16])[CH2:6][CH:7]1[CH2:13][CH2:12][CH:10]([OH:11])[CH2:9][CH2:8]1)=[O:4],PF-06841323,COC(=O)[C@@H](CC1CCC(O)CC1)NC(=O)OC(C)(C)C,26,,120510.53515625,-45.4667685465907,"2,2,2-Trifluoroethanol",60.0,18.0,0.25,,,,,10% Pd/C,,,,,,,1.0,PF-06883690,c1c(ccc(c1)C[C@H](C(OC)=O)NC(OC(C)(C)C)=O)O,,,,,,,,,None,3.0,,,Hydrogenation,10% Pd/C,
1995,26__PF-06878469____,SCRN_72,00119131-2040,RKB-03676065,HYDROGENATION,Metal Mediated,[CH3:1][CH2:2][O:3][C:4]([c:6]1[s:30][c:9]([C:10]#[C:11][c:12]2[cH:29][c:28]([c:15]3[n:14][cH:13]2)[C:26](=[O:27])[NH:25][C:17]([NH:18][C:19]([C:21]([CH3:24])([CH3:23])[CH3:22])=[O:20])=[N:16]3)[cH:8][cH:7]1)=[O:5]>>[CH3:1][CH2:2][O:3][C:4]([c:6]1[s:30][c:9]([CH2:10][CH2:11][CH:12]2[CH2:29][C:28]3=[C:15]([N:16]=[C:17]([NH:18][C:19]([C:21]([CH3:24])([CH3:23])[CH3:22])=[O:20])[NH:25][C:26]3=[O:27])[NH:14][CH2:13]2)[cH:8][cH:7]1)=[O:5],PF-06878468,CCOC(=O)c1ccc(CCC2CNC3=C(C2)C(=O)NC(=N3)NC(=O)C(C)(C)C)s1,26,210.0,7646083.0,,DMF,50.0,18.0,0.25,MFCD00011184,,,,PtO2,,,,,,,1.0,PF-06878469,c12c(ncc(c1)C#Cc1sc(cc1)C(=O)OCC)nc([nH]c2=O)NC(C(C)(C)C)=O,,,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,PtO2,
1996,26__PF-06878469____,SCRN_72,00119131-2040,RKB-03676066,HYDROGENATION,Metal Mediated,[CH3:1][CH2:2][O:3][C:4]([c:6]1[s:30][c:9]([C:10]#[C:11][c:12]2[cH:29][c:28]([c:15]3[n:14][cH:13]2)[C:26](=[O:27])[NH:25][C:17]([NH:18][C:19]([C:21]([CH3:24])([CH3:23])[CH3:22])=[O:20])=[N:16]3)[cH:8][cH:7]1)=[O:5]>>[CH3:1][CH2:2][O:3][C:4]([c:6]1[s:30][c:9]([CH2:10][CH2:11][CH:12]2[CH2:29][C:28]3=[C:15]([N:16]=[C:17]([NH:18][C:19]([C:21]([CH3:24])([CH3:23])[CH3:22])=[O:20])[NH:25][C:26]3=[O:27])[NH:14][CH2:13]2)[cH:8][cH:7]1)=[O:5],PF-06878468,CCOC(=O)c1ccc(CCC2CNC3=C(C2)C(=O)NC(=N3)NC(=O)C(C)(C)C)s1,26,210.0,7641874.5,,EtOH,50.0,18.0,0.25,,,,,10%% Pd/C (dry),,,,,,,1.0,PF-06878469,c12c(ncc(c1)C#Cc1sc(cc1)C(=O)OCC)nc([nH]c2=O)NC(C(C)(C)C)=O,,,,,,,,MFCD00008868,DIPEA,3.0,,,Hydrogenation,10%% Pd/C (dry),
1997,26__PF-06876275____,SCRN_76,00119131-2079,RKB-03664170,HYDROGENATION,Metal Mediated,[CH3:1][N:2]1[S:9](=[O:11])(=[O:10])[C:7](=[CH2:8])[C@:5]([c:12]2[s:29][cH:28][c:14]([NH:15][C:16]([c:18]3[n:27][cH:26][c:21]([O:22][CH:23]([F:25])[F:24])[cH:20][cH:19]3)=[O:17])[n:13]2)([CH3:6])[N:4]=[C:3]1[NH:30][C:31]([O:33][C:34]([CH3:37])([CH3:36])[CH3:35])=[O:32]>>[CH3:8][C@@H:7]1[S:9](=[O:11])(=[O:10])[N:2]([CH3:1])[C:3]([NH:30][C:31]([O:33][C:34]([CH3:37])([CH3:36])[CH3:35])=[O:32])=[N:4][C@@:5]1([c:12]2[s:29][cH:28][c:14]([NH:15][C:16]([c:18]3[n:27][cH:26][c:21]([O:22][CH:23]([F:25])[F:24])[cH:20][cH:19]3)=[O:17])[n:13]2)[CH3:6],PF-06876513,C[C@H]1[C@](C)(N=C(NC(=O)OC(C)(C)C)N(C)S1(=O)=O)c2nc(NC(=O)c3ccc(OC(F)F)cn3)cs2,26,,5087.8828125,0,IPA/H2O 4:1,50.0,18.0,0.25,MFCD00011184,,,,PtO2,,,,,,,1.0,PF-06876275,N1(C(=N[C@](C(S1(=O)=O)=C)(C)c1scc(n1)NC(c1ccc(cn1)OC(F)F)=O)NC(OC(C)(C)C)=O)C,,,,,,,,,None,,,,Hydrogenation,PtO2,
2004,26__PF-06859139____,SCRN_74,00119131-2069,RKB-03662548,HYDROGENATION,Metal Mediated,[CH3:1][O:2][c:3]1[cH:8][cH:7][c:6]([C:9]([CH:21]([c:22]2[cH:28][cH:27][c:25]([O:26]Cc3ccccc3)[cH:24][cH:23]2)[O:20][c:19]([c:12]45)[cH:18][c:15]([O:16][CH3:17])[cH:14][cH:13]4)=[C:10]5[CH3:11])[cH:5][cH:4]1>>[CH3:1][O:2][c:3]1[cH:8][cH:7][c:6]([C:9]([CH:21]([c:22]2[cH:28][cH:27][c:25]([OH:26])[cH:24][cH:23]2)[O:20][c:19]([c:12]34)[cH:18][c:15]([O:16][CH3:17])[cH:14][cH:13]3)=[C:10]4[CH3:11])[cH:5][cH:4]1,PF-06881401,COc1ccc(cc1)C2=C(C)c3ccc(OC)cc3OC2c4ccc(O)cc4,26,310.0,987664.3125,0.659987024641987,MeOH,80.0,18.0,0.5,MFCD00011184,,,,PtO2,,,,,,,1.0,PF-06859139,c1c(cc2c(c1)C(=C([C@H](O2)c1ccc(cc1)OCc1ccccc1)c1ccc(cc1)OC)C)OC,,,,,,,,MFCD00008868,DIPEA,3.0,,,Hydrogenation,PtO2,
2005,26__PF-06859139____,SCRN_75,00119131-2070,RKB-03662804,HYDROGENATION,Metal Mediated,[CH3:1][O:2][c:3]1[cH:8][cH:7][c:6]([C:9]([CH:21]([c:22]2[cH:28][cH:27][c:25]([O:26]Cc3ccccc3)[cH:24][cH:23]2)[O:20][c:19]([c:12]45)[cH:18][c:15]([O:16][CH3:17])[cH:14][cH:13]4)=[C:10]5[CH3:11])[cH:5][cH:4]1>>[CH3:1][O:2][c:3]1[cH:8][cH:7][c:6]([C:9]([CH:21]([c:22]2[cH:28][cH:27][c:25]([OH:26])[cH:24][cH:23]2)[O:20][c:19]([c:12]34)[cH:18][c:15]([O:16][CH3:17])[cH:14][cH:13]3)=[C:10]4[CH3:11])[cH:5][cH:4]1,PF-06881401,COc1ccc(cc1)C2=C(C)c3ccc(OC)cc3OC2c4ccc(O)cc4,26,310.0,987664.3125,0.659987024641987,MeOH,80.0,18.0,0.5,MFCD00011184,,,,PtO2,,,,,,,1.0,PF-06859139,c1c(cc2c(c1)C(=C([C@H](O2)c1ccc(cc1)OCc1ccccc1)c1ccc(cc1)OC)C)OC,,,,,,,,MFCD00008868,DIPEA,3.0,,,Hydrogenation,PtO2,
2009,26__MFCD00661297____,SCRN_111,00119131-2603,RKB-03963255,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[cH:8][c:6]([OH:7])[cH:5][n:4][cH:3]1>>[CH3:1][CH:2]1[CH2:8][CH:6]([OH:7])[CH2:5][NH:4][CH2:3]1,PF-06334133,CC1CNCC(O)C1,26,,57436.733157118,92.4728775274035,"2,2,2-Trifluoroethanol",110.0,18.0,0.25,MFCD00011184,,,,PtO2,,,,,,,1.0,MFCD00661297,c1c(cncc1O)C,,,,,,,,,None,3.0,,,Hydrogenation,PtO2,
2010,26__MFCD00661297____,SCRN_111,00119131-2603,RKB-03963256,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[cH:8][c:6]([OH:7])[cH:5][n:4][cH:3]1>>[CH3:1][CH:2]1[CH2:8][CH:6]([OH:7])[CH2:5][NH:4][CH2:3]1,PF-06334133,CC1CNCC(O)C1,26,,106561.937403773,84.9026462006985,IPA/H2O 1:3,110.0,18.0,0.25,,,,,5% Pd/C,,,,,,,1.0,MFCD00661297,c1c(cncc1O)C,,,,,,,,,None,,,,Hydrogenation,5% Pd/C,
2012,25__PF-06892432____,SCRN_83,00119131-2150,RKB-03676731,HYDROGENATION,Metal Mediated,[N-]=[N+]=[N:1][CH:2]1[C@H:25]([O:26][C:27]([c:29]2[cH:34][cH:33][cH:32][cH:31][cH:30]2)=[O:28])[C@H:15]([O:16][C:17]([c:19]3[cH:24][cH:23][cH:22][cH:21][cH:20]3)=[O:18])[C@@H:4]([CH2:5][O:6][C:7]([c:9]4[cH:14][cH:13][cH:12][cH:11][cH:10]4)=[O:8])[O:3]1>>[NH2:1][CH:2]1[C@H:25]([O:26][C:27]([c:29]2[cH:34][cH:33][cH:32][cH:31][cH:30]2)=[O:28])[C@H:15]([O:16][C:17]([c:19]3[cH:24][cH:23][cH:22][cH:21][cH:20]3)=[O:18])[C@@H:4]([CH2:5][O:6][C:7]([c:9]4[cH:14][cH:13][cH:12][cH:11][cH:10]4)=[O:8])[O:3]1,PF-06892431,NC1O[C@H](COC(=O)c2ccccc2)[C@@H](OC(=O)c3ccccc3)[C@H]1OC(=O)c4ccccc4,25,280.0,11923979.75,,THF,25.0,18.0,0.25,,,,,10% Pt/C,,,,,,,1.0,PF-06892432,C1([C@@H]([C@@H]([C@H](O1)COC(=O)c1ccccc1)OC(c1ccccc1)=O)OC(c1ccccc1)=O)N=[N+]=[N-],,,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,10% Pt/C,
2013,25__PF-06885968____,SCRN_217,00119131-2162,RKB-03678669,HYDROGENATION,Metal Mediated,[CH3:1][C:2]([NH:4][C:5]([CH2:12][CH2:11][CH2:10][C:8]1=[O:9])=[C:6]1[CH3:7])=[O:3]>>[CH3:7][C@@H:6]1[C:8](=[O:9])[CH2:10][CH2:11][CH2:12][C@@H:5]1[NH:4][C:2]([CH3:1])=[O:3],PF-06893330,C[C@H]1[C@H](CCCC1=O)NC(=O)C,25,280.0,29359.97265625,100,AcOH,80.0,18.0,0.25,,,,,10% Pt/C,,,,,,,1.0,PF-06885968,C=1(C(CCCC1NC(C)=O)=O)C,,,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,10% Pt/C,
2014,25__PF-06885968____,SCRN_217,00119131-2162,RKB-03678670,HYDROGENATION,Metal Mediated,[CH3:1][C:2]([NH:4][C:5]([CH2:12][CH2:11][CH2:10][C:8]1=[O:9])=[C:6]1[CH3:7])=[O:3]>>[CH3:7][C@@H:6]1[C:8](=[O:9])[CH2:10][CH2:11][CH2:12][C@@H:5]1[NH:4][C:2]([CH3:1])=[O:3],PF-06893330,C[C@H]1[C@H](CCCC1=O)NC(=O)C,25,280.0,5984.94140625001,100,EtOAc,80.0,18.0,0.25,,,,,5% Rh/C,,,,,,,1.0,PF-06885968,C=1(C(CCCC1NC(C)=O)=O)C,,,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,5% Rh/C,
2015,25__PF-06878685____,SCRN_498,00119131-2048,RKB-03659048,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[c:6]([CH2:7][CH2:8][C@@H:9]2[CH2:14][C:13]3=[C:12]([N:19]=[C:18]([NH2:20])[NH:17][C:15]3=[O:16])[NH:11][CH2:10]2)[s:5][c:4]([C:21]([NH:23][C@H:24]([C:32]([O:34]Cc4ccccc4)=[O:33])[CH2:25][CH2:26][c:27]5[n:31](Cc6ccccc6)[n:30][n:29][n:28]5)=[O:22])[cH:3]1>>[CH3:1][c:2]1[c:6]([CH2:7][CH2:8][C@@H:9]2[CH2:14][C:13]3=[C:12]([N:19]=[C:18]([NH2:20])[NH:17][C:15]3=[O:16])[NH:11][CH2:10]2)[s:5][c:4]([C:21]([NH:23][C@H:24]([C:32]([OH:34])=[O:33])[CH2:25][CH2:26][c:27]4[nH:31][n:30][n:29][n:28]4)=[O:22])[cH:3]1,PF-06876188,Cc1cc(sc1CC[C@H]2CNC3=C(C2)C(=O)NC(=N3)N)C(=O)N[C@@H](CCc4nnn[nH]4)C(=O)O,25,280.0,813282.4375,,MeOH,80.0,18.0,0.25,,,,,10%% Pd/C (dry),,,,,,,1.0,PF-06878685,[nH]1c(nc2c(c1=O)C[C@H](CN2)CCc1sc(cc1C)C(=O)N[C@H](C(OCc1ccccc1)=O)CCc1nnnn1Cc1ccccc1)N,,,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,10%% Pd/C (dry),
2016,25__PF-06878469____,SCRN_72,00119131-2040,RKB-03676067,HYDROGENATION,Metal Mediated,[CH3:1][CH2:2][O:3][C:4]([c:6]1[s:30][c:9]([C:10]#[C:11][c:12]2[cH:29][c:28]([c:15]3[n:14][cH:13]2)[C:26](=[O:27])[NH:25][C:17]([NH:18][C:19]([C:21]([CH3:24])([CH3:23])[CH3:22])=[O:20])=[N:16]3)[cH:8][cH:7]1)=[O:5]>>[CH3:1][CH2:2][O:3][C:4]([c:6]1[s:30][c:9]([CH2:10][CH2:11][CH:12]2[CH2:29][C:28]3=[C:15]([N:16]=[C:17]([NH:18][C:19]([C:21]([CH3:24])([CH3:23])[CH3:22])=[O:20])[NH:25][C:26]3=[O:27])[NH:14][CH2:13]2)[cH:8][cH:7]1)=[O:5],PF-06878468,CCOC(=O)c1ccc(CCC2CNC3=C(C2)C(=O)NC(=N3)NC(=O)C(C)(C)C)s1,25,210.0,7454020.0,,"2,2,2-Trifluoroethanol",50.0,18.0,0.25,,,,,5% Pd/C,,,,,,,1.0,PF-06878469,c12c(ncc(c1)C#Cc1sc(cc1)C(=O)OCC)nc([nH]c2=O)NC(C(C)(C)C)=O,,,,,,,,,None,3.0,,,Hydrogenation,5% Pd/C,
