,yie_react,SCREEN_ID,NOTEBOOK_ID,REACTION_ID,KeyWord_STD,ReactionGroup,RXN_SMILES,PCAT_CMPD_ID,PRODUCT_STRUCTURE,Product_Yield_PCT_Area_UV,Product_UV_Analysis_Wavelength_nm,Product_Yield_Mass_Ion_Count,Product_Selectivity,Solvent_1_Name,Reaction_T,Reaction_Time_hrs,Catalyst_1_eq,Catalyst_1_ID[1],catalyst_1_ID_1_SMILES,Catalyst_1_ID[2],catalyst_1_ID_2_SMILES,Catalyst_1_Short_Hand,Catalyst_2_eq,Catalyst_2_ID[1],catalyst_2_ID_1_SMILES,Catalyst_2_ID[2],catalyst_2_ID_2_SMILES,Catalyst_2_Short_Hand,Reactant_1_eq,Reactant_1_ID,Reactant_1_SMILES,Reactant_2_eq,Reactant_2_ID,reactant_2_SMILES,Reactant_3_eq,Reactant_3_ID,reactant_3_SMILES,Reagent_1_eq,Reagent_1_ID,Reagent_1_Short_Hand,Reagent_2_eq,Reagent_2_ID,Reagent_2_Short_Hand,ReactionClass,catalyst,ligand
1917,3__PF-04508955____,SCRN_243,00119131-1961,RKB-03641807,HYDROGENATION,Metal Mediated,[CH3:1][CH2:2][O:3][C:4]([C:6]1([C:11]([O:13][CH2:14][CH3:15])=[O:12])[CH2:10][N:9](Cc2ccccc2)[CH2:8][CH2:7]1)=[O:5]>>[CH3:1][CH2:2][O:3][C:4]([C:6]1([C:11]([O:13][CH2:14][CH3:15])=[O:12])[CH2:10][NH:9][CH2:8][CH2:7]1)=[O:5],PF-04950815,CCOC(=O)C1(CCNC1)C(=O)OCC,3,210.0,598977.6875,,IPA,60.0,18.0,1.0,MFCD00011291,[Zn],,,Zn Dust,,,,,,,1.0,PF-04508955,N1(CC(CC1)(C(=O)OCC)C(=O)OCC)Cc1ccccc1,,,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,[Zn],
1918,3__PF-01037411____,SCRN_110,00119131-2600,RKB-03962907,HYDROGENATION,Metal Mediated,[OH:1][CH2:2][c:3]1[cH:12][c:7]([CH2:8][C:9]([OH:11])=[O:10])[cH:6][cH:5][cH:4]1>>[OH:1][CH2:2][CH:3]1[CH2:12][CH:7]([CH2:8][C:9]([OH:11])=[O:10])[CH2:6][CH2:5][CH2:4]1,PF-07081154,OCC1CCCC(CC(=O)O)C1,3,,1695.72624,0,"2,2,2-Trifluoroethanol",110.0,18.0,0.25,,,,,RaNi 4100,,,,,,,1.0,PF-01037411,c1(cc(ccc1)CO)CC(O)=O,,,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,RaNi 4100,
1919,3__PF-01037411____,SCRN_110,00119131-2600,RKB-03962908,HYDROGENATION,Metal Mediated,[OH:1][CH2:2][c:3]1[cH:12][c:7]([CH2:8][C:9]([OH:11])=[O:10])[cH:6][cH:5][cH:4]1>>[OH:1][CH2:2][CH:3]1[CH2:12][CH:7]([CH2:8][C:9]([OH:11])=[O:10])[CH2:6][CH2:5][CH2:4]1,PF-07081154,OCC1CCCC(CC(=O)O)C1,3,,5624.98064,0,THF,110.0,18.0,0.25,MFCD00011184,,,,PtO2,,,,,,,1.0,PF-01037411,c1(cc(ccc1)CO)CC(O)=O,,,,,,,,MFCD00008868,DIPEA,3.0,,,Hydrogenation,PtO2,
1920,3__PF-01037411____,SCRN_110,00119131-2600,RKB-03962909,HYDROGENATION,Metal Mediated,[OH:1][CH2:2][c:3]1[cH:12][c:7]([CH2:8][C:9]([OH:11])=[O:10])[cH:6][cH:5][cH:4]1>>[OH:1][CH2:2][CH:3]1[CH2:12][CH:7]([CH2:8][C:9]([OH:11])=[O:10])[CH2:6][CH2:5][CH2:4]1,PF-07081154,OCC1CCCC(CC(=O)O)C1,3,,5341.26222,0,IPA/H2O 3:1,110.0,18.0,0.25,,,,,5% Rh/C,,,,,,,1.0,PF-01037411,c1(cc(ccc1)CO)CC(O)=O,,,,,,,,,None,,,,Hydrogenation,5% Rh/C,
1921,3__PF-01037411____,SCRN_110,00119131-2600,RKB-03962910,HYDROGENATION,Metal Mediated,[OH:1][CH2:2][c:3]1[cH:12][c:7]([CH2:8][C:9]([OH:11])=[O:10])[cH:6][cH:5][cH:4]1>>[OH:1][CH2:2][CH:3]1[CH2:12][CH:7]([CH2:8][C:9]([OH:11])=[O:10])[CH2:6][CH2:5][CH2:4]1,PF-07081154,OCC1CCCC(CC(=O)O)C1,3,,4184.11941,0,IPA,110.0,18.0,0.25,,,,,5% Rh/C,,,,,,,1.0,PF-01037411,c1(cc(ccc1)CO)CC(O)=O,,,,,,,,MFCD00008868,DIPEA,3.0,,,Hydrogenation,5% Rh/C,
1922,3__PF-01037411____,SCRN_110,00119131-2600,RKB-03962911,HYDROGENATION,Metal Mediated,[OH:1][CH2:2][c:3]1[cH:12][c:7]([CH2:8][C:9]([OH:11])=[O:10])[cH:6][cH:5][cH:4]1>>[OH:1][CH2:2][CH:3]1[CH2:12][CH:7]([CH2:8][C:9]([OH:11])=[O:10])[CH2:6][CH2:5][CH2:4]1,PF-07081154,OCC1CCCC(CC(=O)O)C1,3,,2005.04486,0,"2,2,2-Trifluoroethanol",110.0,18.0,0.25,MFCD00011291,[Zn],,,Zn,,,,,,,1.0,PF-01037411,c1(cc(ccc1)CO)CC(O)=O,,,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,[Zn],
1936,3__MFCD00661297____,SCRN_111,00119131-2603,RKB-03963232,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[cH:8][c:6]([OH:7])[cH:5][n:4][cH:3]1>>[CH3:1][CH:2]1[CH2:8][CH:6]([OH:7])[CH2:5][NH:4][CH2:3]1,PF-06334133,CC1CNCC(O)C1,3,,9762.97978594422,100,"2,2,2-Trifluoroethanol",110.0,18.0,0.25,,,,,RaNi 4100,,,,,,,1.0,MFCD00661297,c1c(cncc1O)C,,,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,RaNi 4100,
1937,3__MFCD00661297____,SCRN_111,00119131-2603,RKB-03963233,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[cH:8][c:6]([OH:7])[cH:5][n:4][cH:3]1>>[CH3:1][CH:2]1[CH2:8][CH:6]([OH:7])[CH2:5][NH:4][CH2:3]1,PF-06334133,CC1CNCC(O)C1,3,,6597.52077056479,100,MeOH,110.0,18.0,0.25,,,,,5% Pd/C,,,,,,,1.0,MFCD00661297,c1c(cncc1O)C,,,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,5% Pd/C,
1938,3__MFCD00661297____,SCRN_111,00119131-2603,RKB-03963244,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[cH:8][c:6]([OH:7])[cH:5][n:4][cH:3]1>>[CH3:1][CH:2]1[CH2:8][CH:6]([OH:7])[CH2:5][NH:4][CH2:3]1,PF-06334133,CC1CNCC(O)C1,3,,4458.17242302508,100,"2,2,2-Trifluoroethanol",110.0,18.0,0.25,,,,,10% Pt/C,,,,,,,1.0,MFCD00661297,c1c(cncc1O)C,,,,,,,,MFCD00008868,DIPEA,3.0,,,Hydrogenation,10% Pt/C,
1939,3__MFCD00661297____,SCRN_111,00119131-2603,RKB-03963245,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[cH:8][c:6]([OH:7])[cH:5][n:4][cH:3]1>>[CH3:1][CH:2]1[CH2:8][CH:6]([OH:7])[CH2:5][NH:4][CH2:3]1,PF-06334133,CC1CNCC(O)C1,3,,4426.53202866728,100,"2,2,2-Trifluoroethanol",110.0,18.0,0.25,,,,,5% Rh/C,,,,,,,1.0,MFCD00661297,c1c(cncc1O)C,,,,,,,,MFCD00008868,DIPEA,,,,Hydrogenation,5% Rh/C,
1940,3__MFCD00661297____,SCRN_111,00119131-2603,RKB-03963259,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[cH:8][c:6]([OH:7])[cH:5][n:4][cH:3]1>>[CH3:1][CH:2]1[CH2:8][CH:6]([OH:7])[CH2:5][NH:4][CH2:3]1,PF-06334133,CC1CNCC(O)C1,3,,13081.2570889781,100,IPA,110.0,18.0,0.25,,,,,RaNi 4100,,,,,,,1.0,MFCD00661297,c1c(cncc1O)C,,,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,RaNi 4100,
1941,3__MFCD00661297____,SCRN_111,00119131-2603,RKB-03963411,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[cH:8][c:6]([OH:7])[cH:5][n:4][cH:3]1>>[CH3:1][CH:2]1[CH2:8][CH:6]([OH:7])[CH2:5][NH:4][CH2:3]1,PF-06334133,CC1CNCC(O)C1,3,,26511.3682862771,33.7559171219621,IPA/H2O 1:3,110.0,18.0,0.25,,,,,10%% Pd/C (dry),,,,,,,1.0,MFCD00661297,c1c(cncc1O)C,,,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,10%% Pd/C (dry),
1942,29__WYE-250410____,SCRN_95,00119131-2358,RKB-03727462,HYDROGENATION,Metal Mediated,CCOC([n:1]1[c:8]([c:4]2[c:3](Br)[n:2]1)[s:7][c:6]([C:9]([O:11][CH2:12][CH3:13])=[O:10])[cH:5]2)C>>[CH3:13][CH2:12][O:11][C:9]([c:6]1[s:7][c:8]([c:4]2[cH:5]1)[nH:1][n:2][cH:3]2)=[O:10],PF-06946452,CCOC(=O)c1cc2cn[nH]c2s1,29,,875810.75,,EtOH,50.0,18.0,0.25,MFCD00064599,[Pd](O)O,,,20% Pd(OH)2/C,,,,,,,1.0,WYE-250410,c1(sc2c(c1)c(nn2C(C)OCC)Br)C(=O)OCC,,,,,,,,,None,3.0,,,Hydrogenation,[Pd](O)O,
1943,29__PF-07075314__MFCD00070838__,SCRN_55,00119131-2718,RKB-04005393,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[c:16]([C:17]([CH2:39][CH2:38][c:37]([c:19]23)[c:23]([N:24]4[CH2:29][CH2:28][N:27]([C:30]([O:32][C:33]([CH3:36])([CH3:35])[CH3:34])=[O:31])[CH2:26][CH2:25]4)[n:22][cH:21][n:20]2)=[CH:18]3)[c:6]5[c:5]([n:9]([CH:10]6[O:15][CH2:14][CH2:13][CH2:12][CH2:11]6)[n:8][cH:7]5)[cH:4][cH:3]1>>[CH3:1][c:2]1[c:16]([CH:17]2[CH2:18][c:19]3[c:37]([c:23]([N:24]4[CH2:29][CH2:28][N:27]([C:30]([O:32][C:33]([CH3:36])([CH3:35])[CH3:34])=[O:31])[CH2:26][CH2:25]4)[n:22][cH:21][n:20]3)[CH2:38][CH2:39]2)[c:6]5[c:5]([n:9]([CH:10]6[O:15][CH2:14][CH2:13][CH2:12][CH2:11]6)[n:8][cH:7]5)[cH:4][cH:3]1,PF-07081619,Cc1ccc2c(cnn2C3CCCCO3)c1C4CCc5c(C4)ncnc5N6CCN(CC6)C(=O)OC(C)(C)C,29,280.0,3253364.25,,AcOH/H2O 3:1,60.0,18.0,0.25,,,,,10% Pt/C,,,,,,,1.0,PF-07075314,c12c(ncnc1N1CCN(CC1)C(OC(C)(C)C)=O)C=C(CC2)c1c(ccc2c1cnn2[C@@H]1OCCCC1)C,500.0,MFCD00070838,,,,,,,None,3.0,,,Hydrogenation,10% Pt/C,
1944,29__PF-06885968____,SCRN_217,00119131-2162,RKB-03678663,HYDROGENATION,Metal Mediated,[CH3:1][C:2]([NH:4][C:5]([CH2:12][CH2:11][CH2:10][C:8]1=[O:9])=[C:6]1[CH3:7])=[O:3]>>[CH3:7][C@@H:6]1[C:8](=[O:9])[CH2:10][CH2:11][CH2:12][C@@H:5]1[NH:4][C:2]([CH3:1])=[O:3],PF-06893330,C[C@H]1[C@H](CCCC1=O)NC(=O)C,29,280.0,27359.568359375,100,AcOH,80.0,18.0,0.25,MFCD00064599,[Pd](O)O,,,20% Pd(OH)2/C,,,,,,,1.0,PF-06885968,C=1(C(CCCC1NC(C)=O)=O)C,,,,,,,,,None,3.0,,,Hydrogenation,[Pd](O)O,
1945,29__PF-06878469____,SCRN_72,00119131-2040,RKB-03676060,HYDROGENATION,Metal Mediated,[CH3:1][CH2:2][O:3][C:4]([c:6]1[s:30][c:9]([C:10]#[C:11][c:12]2[cH:29][c:28]([c:15]3[n:14][cH:13]2)[C:26](=[O:27])[NH:25][C:17]([NH:18][C:19]([C:21]([CH3:24])([CH3:23])[CH3:22])=[O:20])=[N:16]3)[cH:8][cH:7]1)=[O:5]>>[CH3:1][CH2:2][O:3][C:4]([c:6]1[s:30][c:9]([CH2:10][CH2:11][CH:12]2[CH2:29][C:28]3=[C:15]([N:16]=[C:17]([NH:18][C:19]([C:21]([CH3:24])([CH3:23])[CH3:22])=[O:20])[NH:25][C:26]3=[O:27])[NH:14][CH2:13]2)[cH:8][cH:7]1)=[O:5],PF-06878468,CCOC(=O)c1ccc(CCC2CNC3=C(C2)C(=O)NC(=N3)NC(=O)C(C)(C)C)s1,29,210.0,8238878.5,,"2,2,2-Trifluoroethanol",50.0,18.0,0.25,MFCD00064599,[Pd](O)O,,,20% Pd(OH)2/C,,,,,,,1.0,PF-06878469,c12c(ncc(c1)C#Cc1sc(cc1)C(=O)OCC)nc([nH]c2=O)NC(C(C)(C)C)=O,,,,,,,,,None,3.0,,,Hydrogenation,[Pd](O)O,
1946,29__PF-06878469____,SCRN_72,00119131-2040,RKB-03676061,HYDROGENATION,Metal Mediated,[CH3:1][CH2:2][O:3][C:4]([c:6]1[s:30][c:9]([C:10]#[C:11][c:12]2[cH:29][c:28]([c:15]3[n:14][cH:13]2)[C:26](=[O:27])[NH:25][C:17]([NH:18][C:19]([C:21]([CH3:24])([CH3:23])[CH3:22])=[O:20])=[N:16]3)[cH:8][cH:7]1)=[O:5]>>[CH3:1][CH2:2][O:3][C:4]([c:6]1[s:30][c:9]([CH2:10][CH2:11][CH:12]2[CH2:29][C:28]3=[C:15]([N:16]=[C:17]([NH:18][C:19]([C:21]([CH3:24])([CH3:23])[CH3:22])=[O:20])[NH:25][C:26]3=[O:27])[NH:14][CH2:13]2)[cH:8][cH:7]1)=[O:5],PF-06878468,CCOC(=O)c1ccc(CCC2CNC3=C(C2)C(=O)NC(=N3)NC(=O)C(C)(C)C)s1,29,210.0,8146627.5,,MeOH,50.0,18.0,0.25,MFCD00011184,,,,PtO2,,,,,,,1.0,PF-06878469,c12c(ncc(c1)C#Cc1sc(cc1)C(=O)OCC)nc([nH]c2=O)NC(C(C)(C)C)=O,,,,,,,,MFCD00008868,DIPEA,3.0,,,Hydrogenation,PtO2,
1947,29__PF-06876275____,SCRN_76,00119131-2079,RKB-03664167,HYDROGENATION,Metal Mediated,[CH3:1][N:2]1[S:9](=[O:11])(=[O:10])[C:7](=[CH2:8])[C@:5]([c:12]2[s:29][cH:28][c:14]([NH:15][C:16]([c:18]3[n:27][cH:26][c:21]([O:22][CH:23]([F:25])[F:24])[cH:20][cH:19]3)=[O:17])[n:13]2)([CH3:6])[N:4]=[C:3]1[NH:30][C:31]([O:33][C:34]([CH3:37])([CH3:36])[CH3:35])=[O:32]>>[CH3:8][C@@H:7]1[S:9](=[O:11])(=[O:10])[N:2]([CH3:1])[C:3]([NH:30][C:31]([O:33][C:34]([CH3:37])([CH3:36])[CH3:35])=[O:32])=[N:4][C@@:5]1([c:12]2[s:29][cH:28][c:14]([NH:15][C:16]([c:18]3[n:27][cH:26][c:21]([O:22][CH:23]([F:25])[F:24])[cH:20][cH:19]3)=[O:17])[n:13]2)[CH3:6],PF-06876513,C[C@H]1[C@](C)(N=C(NC(=O)OC(C)(C)C)N(C)S1(=O)=O)c2nc(NC(=O)c3ccc(OC(F)F)cn3)cs2,29,,113.875553131104,0,AcOH/H2O 4:1,50.0,18.0,0.25,MFCD00011184,,,,PtO2,,,,,,,1.0,PF-06876275,N1(C(=N[C@](C(S1(=O)=O)=C)(C)c1scc(n1)NC(c1ccc(cn1)OC(F)F)=O)NC(OC(C)(C)C)=O)C,,,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,PtO2,
1951,29__MFCD00661297____,SCRN_111,00119131-2603,RKB-03963228,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[cH:8][c:6]([OH:7])[cH:5][n:4][cH:3]1>>[CH3:1][CH:2]1[CH2:8][CH:6]([OH:7])[CH2:5][NH:4][CH2:3]1,PF-06334133,CC1CNCC(O)C1,29,,97147.3315971427,100,IPA/H2O 1:3,110.0,18.0,0.25,MFCD00011184,,,,PtO2,,,,,,,1.0,MFCD00661297,c1c(cncc1O)C,,,,,,,,,None,,,,Hydrogenation,PtO2,
1952,29__MFCD00661297____,SCRN_111,00119131-2603,RKB-03963229,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[cH:8][c:6]([OH:7])[cH:5][n:4][cH:3]1>>[CH3:1][CH:2]1[CH2:8][CH:6]([OH:7])[CH2:5][NH:4][CH2:3]1,PF-06334133,CC1CNCC(O)C1,29,,68292.3647977936,100,MeOH,110.0,18.0,0.25,,,,,10%% Pd/C (dry),,,,,,,1.0,MFCD00661297,c1c(cncc1O)C,,,,,,,,,None,3.0,,,Hydrogenation,10%% Pd/C (dry),
1953,29__MFCD00661297____,SCRN_111,00119131-2603,RKB-03963240,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[cH:8][c:6]([OH:7])[cH:5][n:4][cH:3]1>>[CH3:1][CH:2]1[CH2:8][CH:6]([OH:7])[CH2:5][NH:4][CH2:3]1,PF-06334133,CC1CNCC(O)C1,29,,154721.713603246,53.2247934307225,IPA/H2O 1:3,110.0,18.0,0.25,MFCD00064599,[Pd](O)O,,,20% Pd(OH)2/C,,,,,,,1.0,MFCD00661297,c1c(cncc1O)C,,,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,[Pd](O)O,
1954,28__PF-07100869__MFCD00070838__,SCRN_115,00119131-2737,RKB-04007979,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[cH:7][c:6]([c:8]2[n:13][n:11]([CH3:12])[cH:10][cH:9]2)[n:5][cH:4][cH:3]1>>[CH3:1][CH:2]1[CH2:7][CH:6]([c:8]2[n:13][n:11]([CH3:12])[cH:10][cH:9]2)[NH:5][CH2:4][CH2:3]1,PF-07100868,CC1CCNC(C1)c2ccn(C)n2,28,225.0,506099.949902569,,MeOH,60.0,18.0,0.25,MFCD00011184,,,,PtO2,,,,,,,1.0,PF-07100869,n1(nc(cc1)c1nccc(c1)C)C,500.0,MFCD00070838,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,PtO2,
1955,28__PF-07075314__MFCD00070838__,SCRN_55,00119131-2718,RKB-04005394,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[c:16]([C:17]([CH2:39][CH2:38][c:37]([c:19]23)[c:23]([N:24]4[CH2:29][CH2:28][N:27]([C:30]([O:32][C:33]([CH3:36])([CH3:35])[CH3:34])=[O:31])[CH2:26][CH2:25]4)[n:22][cH:21][n:20]2)=[CH:18]3)[c:6]5[c:5]([n:9]([CH:10]6[O:15][CH2:14][CH2:13][CH2:12][CH2:11]6)[n:8][cH:7]5)[cH:4][cH:3]1>>[CH3:1][c:2]1[c:16]([CH:17]2[CH2:18][c:19]3[c:37]([c:23]([N:24]4[CH2:29][CH2:28][N:27]([C:30]([O:32][C:33]([CH3:36])([CH3:35])[CH3:34])=[O:31])[CH2:26][CH2:25]4)[n:22][cH:21][n:20]3)[CH2:38][CH2:39]2)[c:6]5[c:5]([n:9]([CH:10]6[O:15][CH2:14][CH2:13][CH2:12][CH2:11]6)[n:8][cH:7]5)[cH:4][cH:3]1,PF-07081619,Cc1ccc2c(cnn2C3CCCCO3)c1C4CCc5c(C4)ncnc5N6CCN(CC6)C(=O)OC(C)(C)C,28,280.0,154198.625,,AcOH,60.0,18.0,0.25,,,,,5% Pd/C,,,,,,,1.0,PF-07075314,c12c(ncnc1N1CCN(CC1)C(OC(C)(C)C)=O)C=C(CC2)c1c(ccc2c1cnn2[C@@H]1OCCCC1)C,500.0,MFCD00070838,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,5% Pd/C,
1957,28__PF-06885968____,SCRN_217,00119131-2162,RKB-03678664,HYDROGENATION,Metal Mediated,[CH3:1][C:2]([NH:4][C:5]([CH2:12][CH2:11][CH2:10][C:8]1=[O:9])=[C:6]1[CH3:7])=[O:3]>>[CH3:7][C@@H:6]1[C:8](=[O:9])[CH2:10][CH2:11][CH2:12][C@@H:5]1[NH:4][C:2]([CH3:1])=[O:3],PF-06893330,C[C@H]1[C@H](CCCC1=O)NC(=O)C,28,280.0,101216.62890625,100,AcOH,80.0,18.0,0.25,,,,,5% Rh/C,,,,,,,1.0,PF-06885968,C=1(C(CCCC1NC(C)=O)=O)C,,,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,5% Rh/C,
1958,28__PF-06878469____,SCRN_72,00119131-2040,RKB-03676062,HYDROGENATION,Metal Mediated,[CH3:1][CH2:2][O:3][C:4]([c:6]1[s:30][c:9]([C:10]#[C:11][c:12]2[cH:29][c:28]([c:15]3[n:14][cH:13]2)[C:26](=[O:27])[NH:25][C:17]([NH:18][C:19]([C:21]([CH3:24])([CH3:23])[CH3:22])=[O:20])=[N:16]3)[cH:8][cH:7]1)=[O:5]>>[CH3:1][CH2:2][O:3][C:4]([c:6]1[s:30][c:9]([CH2:10][CH2:11][CH:12]2[CH2:29][C:28]3=[C:15]([N:16]=[C:17]([NH:18][C:19]([C:21]([CH3:24])([CH3:23])[CH3:22])=[O:20])[NH:25][C:26]3=[O:27])[NH:14][CH2:13]2)[cH:8][cH:7]1)=[O:5],PF-06878468,CCOC(=O)c1ccc(CCC2CNC3=C(C2)C(=O)NC(=N3)NC(=O)C(C)(C)C)s1,28,210.0,7934911.5,,EtOH,50.0,18.0,0.25,MFCD00011184,,,,PtO2,,,,,,,1.0,PF-06878469,c12c(ncc(c1)C#Cc1sc(cc1)C(=O)OCC)nc([nH]c2=O)NC(C(C)(C)C)=O,,,,,,,,MFCD00008868,DIPEA,3.0,,,Hydrogenation,PtO2,
1959,28__PF-06878469____,SCRN_72,00119131-2040,RKB-03676063,HYDROGENATION,Metal Mediated,[CH3:1][CH2:2][O:3][C:4]([c:6]1[s:30][c:9]([C:10]#[C:11][c:12]2[cH:29][c:28]([c:15]3[n:14][cH:13]2)[C:26](=[O:27])[NH:25][C:17]([NH:18][C:19]([C:21]([CH3:24])([CH3:23])[CH3:22])=[O:20])=[N:16]3)[cH:8][cH:7]1)=[O:5]>>[CH3:1][CH2:2][O:3][C:4]([c:6]1[s:30][c:9]([CH2:10][CH2:11][CH:12]2[CH2:29][C:28]3=[C:15]([N:16]=[C:17]([NH:18][C:19]([C:21]([CH3:24])([CH3:23])[CH3:22])=[O:20])[NH:25][C:26]3=[O:27])[NH:14][CH2:13]2)[cH:8][cH:7]1)=[O:5],PF-06878468,CCOC(=O)c1ccc(CCC2CNC3=C(C2)C(=O)NC(=N3)NC(=O)C(C)(C)C)s1,28,210.0,2072083.125,,MeOH,50.0,18.0,1.0,MFCD00011291,[Zn],,,Zn Dust,,,,,,,1.0,PF-06878469,c12c(ncc(c1)C#Cc1sc(cc1)C(=O)OCC)nc([nH]c2=O)NC(C(C)(C)C)=O,,,,,,,,,None,3.0,,,Hydrogenation,[Zn],
1966,28__PF-04508955____,SCRN_243,00119131-1961,RKB-03641706,HYDROGENATION,Metal Mediated,[CH3:1][CH2:2][O:3][C:4]([C:6]1([C:11]([O:13][CH2:14][CH3:15])=[O:12])[CH2:10][N:9](Cc2ccccc2)[CH2:8][CH2:7]1)=[O:5]>>[CH3:1][CH2:2][O:3][C:4]([C:6]1([C:11]([O:13][CH2:14][CH3:15])=[O:12])[CH2:10][NH:9][CH2:8][CH2:7]1)=[O:5],PF-04950815,CCOC(=O)C1(CCNC1)C(=O)OCC,28,210.0,1279547.0,,EtOH,60.0,18.0,0.25,,,,,RaNi 4200,,,,,,,1.0,PF-04508955,N1(CC(CC1)(C(=O)OCC)C(=O)OCC)Cc1ccccc1,,,,,,,,MFCD00008868,DIPEA,3.0,,,Hydrogenation,RaNi 4200,
1970,28__MFCD00661297____,SCRN_111,00119131-2603,RKB-03963241,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[cH:8][c:6]([OH:7])[cH:5][n:4][cH:3]1>>[CH3:1][CH:2]1[CH2:8][CH:6]([OH:7])[CH2:5][NH:4][CH2:3]1,PF-06334133,CC1CNCC(O)C1,28,,74630.3013745245,100,MeOH,110.0,18.0,0.25,MFCD00064599,[Pd](O)O,,,20% Pd(OH)2/C,,,,,,,1.0,MFCD00661297,c1c(cncc1O)C,,,,,,,,,None,3.0,,,Hydrogenation,[Pd](O)O,
1971,27__PF-07100869__MFCD00070838__,SCRN_115,00119131-2737,RKB-04007980,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[cH:7][c:6]([c:8]2[n:13][n:11]([CH3:12])[cH:10][cH:9]2)[n:5][cH:4][cH:3]1>>[CH3:1][CH:2]1[CH2:7][CH:6]([c:8]2[n:13][n:11]([CH3:12])[cH:10][cH:9]2)[NH:5][CH2:4][CH2:3]1,PF-07100868,CC1CCNC(C1)c2ccn(C)n2,27,225.0,359325.576598575,,"2,2,2-Trifluoroethanol",60.0,18.0,0.25,MFCD00064599,[Pd](O)O,,,20% Pd(OH)2/C,,,,,,,1.0,PF-07100869,n1(nc(cc1)c1nccc(c1)C)C,500.0,MFCD00070838,,,,,,,None,3.0,,,Hydrogenation,[Pd](O)O,
1972,27__PF-07100869__MFCD00070838__,SCRN_115,00119131-2737,RKB-04007981,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[cH:7][c:6]([c:8]2[n:13][n:11]([CH3:12])[cH:10][cH:9]2)[n:5][cH:4][cH:3]1>>[CH3:1][CH:2]1[CH2:7][CH:6]([c:8]2[n:13][n:11]([CH3:12])[cH:10][cH:9]2)[NH:5][CH2:4][CH2:3]1,PF-07100868,CC1CCNC(C1)c2ccn(C)n2,27,225.0,550095.573895587,,IPA,60.0,18.0,0.25,MFCD00011184,,,,PtO2,,,,,,,1.0,PF-07100869,n1(nc(cc1)c1nccc(c1)C)C,500.0,MFCD00070838,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,PtO2,
1973,27__PF-07100869__MFCD00070838__,SCRN_115,00119131-2737,RKB-04007982,HYDROGENATION,Metal Mediated,[CH3:1][c:2]1[cH:7][c:6]([c:8]2[n:13][n:11]([CH3:12])[cH:10][cH:9]2)[n:5][cH:4][cH:3]1>>[CH3:1][CH:2]1[CH2:7][CH:6]([c:8]2[n:13][n:11]([CH3:12])[cH:10][cH:9]2)[NH:5][CH2:4][CH2:3]1,PF-07100868,CC1CCNC(C1)c2ccn(C)n2,27,225.0,387164.963155026,,IPA/H2O 3:1,60.0,18.0,0.25,MFCD00064599,[Pd](O)O,,,20% Pd(OH)2/C,,,,,,,1.0,PF-07100869,n1(nc(cc1)c1nccc(c1)C)C,500.0,MFCD00070838,,,,,,MFCD00011324,HCl,3.0,,,Hydrogenation,[Pd](O)O,
